,target
161,0.0045098460398087905
162,-0.005203712297446757
163,0.010038711276080987
164,-0.06059358954119831
165,-0.05407732293226842
166,-0.05266701928535876
167,-0.07213473220097347
168,-0.041342439276910434
169,-0.005226647382816854
170,0.16300750700218777
171,-0.02958596860014264
172,-0.052487736245705525
173,-0.012806082868689844
174,0.004945810769162591
175,0.09466426093362815
176,-0.028019676759760567
177,-0.05002883258535544
178,-0.010480009894973063
179,-0.0831756463617759
180,-0.08132739607348685
181,-0.028597475724164642
182,0.1760984488534126
183,-0.06659966907350236
184,-0.010149189626537127
185,0.034440314293931705
186,-0.05228294215085251
187,-0.0751607280882258
188,0.12075470971691497
189,-0.015830840904186134
190,-0.011973032212561916
191,-0.04569043198432044
192,-0.0035580221467166155
193,0.10716329521733164
194,-0.01924149259900745
195,0.16817186454291064
196,-0.03727097897427716
197,0.13968569682734963
198,-0.10142883046672746
199,-0.06689705941317649
200,-0.044119013140254335
201,-0.010676556594642887
202,-0.05735252950245193
203,-0.03423144514644739
204,0.0045986045338280625
205,0.14566836107375802
206,-0.05173134901486076
207,-0.014094055608335324
208,0.17273037452580836
209,-0.04496836282203587
210,-0.07866367960078943
211,-0.05527073036430911
212,-0.0753121880261825
213,0.1927847903143606
214,-0.03920347826114383
215,-0.02624669419244171
216,-0.09100656295953914
217,0.1768112916923031
218,-0.0737906866399221
219,-0.030295146968482112
220,0.11484403855352247
221,-0.02975838977908798
222,0.18744484678997594
223,0.11175100599964935
224,0.06804264979890921
225,-0.027245021979344437
226,-0.054270207321627316
227,0.014464141035142103
228,-0.044085696944549065
229,0.04854057470400471
230,-0.01799311330023086
231,0.0045986045338280625
232,-0.032695888561657845
233,-0.0752520944809054
234,0.012569864984619546
235,-0.07241525299003435
236,0.20689909094717
237,-0.016878152765806814
238,0.04746707792545531
239,-0.013455591386883152
240,0.16547593734915386
241,-0.055853981755869704
242,-0.05092495271892852
243,-0.04216644627282303
244,0.0010424763174871955
245,-0.05075371490039906
246,-0.04842795999596803
247,0.08831833401656408
248,0.12689407645748485
249,-0.013945420801332807
250,-0.060117673040272795
251,-0.05339500285277544
252,-0.03434110400041483
253,-0.06765278495525003
254,0.03527612092849502
255,0.1866564038401401
256,0.01757926264496999
257,-0.06514980608983134
258,-0.028618500414868027
259,-0.05006747560176587
260,-0.04797131279816852
261,-0.04805605083300475
262,-0.013940964454921167
263,0.010038711276080987
264,-0.048151157703616235
265,-0.019622498349264324
266,-0.0010441588568955535
267,0.020130143264766982
268,-0.08495781660743976
269,-0.050708077119770954
270,-0.03252695330982215
271,-0.00889648556140172
272,0.029295599298607103
273,0.14870539375033817
274,-0.025175123046958032
275,-0.05168401101985291
276,-0.004752970583799778
277,-0.017326589612169232
278,-0.01616488140696413
279,0.021644938604836923
280,-0.04345668655266266
281,-0.02232205932216891
282,-0.004206984177464873
283,0.145390969759799
284,0.1485160591655451
285,-0.007067741106156266
286,0.19165467005092365
287,-0.09848628875743498
288,-0.05882376367224937
289,-0.03235288522105166
290,0.049482401958301725
291,-0.06931107198332104
292,-0.0114132194995912
293,0.045028364843438556
294,-0.05269160252051488
295,-0.04222537410194607
296,-0.09540580886734189
297,-0.002599696426050396
298,-0.020632240195123257
299,-0.08444466645037037
300,-0.018053927698022856
301,-0.0027003570210502904
302,-0.07945994871840495
303,0.10645096163350967
304,-0.008671768944281358
305,-0.03665839836406008
306,0.143314111855242
307,-0.021792282219894082
308,-0.0042296546057614395
309,-0.006109271061415133
310,-0.030462224958685825
311,0.15786044556571904
312,-0.04916136742964268
313,-0.052956585125340544
314,-0.024333519871520826
315,-0.04111256043135479
316,0.17624026712420313
317,-0.019622498349264324
318,-0.040173687417479495
319,-0.013288388143325182
320,-0.044294396203487144
321,-0.02975838977908798
322,-0.014770067999382483
323,0.00799468183983141
324,-0.02329813061798923
325,-0.004971312070875391
326,0.15055170448067207
327,-0.015537795330844503
328,-0.03544303918429735
329,0.11583396451191266
330,-0.06499233416503426
331,-0.06955255544473823
332,0.13388639263639945
333,-0.024333519871520826
334,-0.06142703655919372
335,-0.05047144557288651
336,0.13857116959821394
337,-0.02598139506047001
338,-0.09201735279530003
339,-0.0002620383880840932
340,0.20913681412325583
341,-0.00418362770191482
342,-0.029573620979596826
343,-0.006751195492377287
344,-0.07366955279511812
345,-0.10151522901536052
346,0.17244228915715729
347,-0.023073655239597462
348,0.03797137444711982
349,-0.025287885195610392
350,0.16357805169591733
351,-0.00369922929060887
352,0.011858990680130013
353,-0.0735776435610668
354,0.15411967239757862
355,-0.04743427265528018
356,0.11688136738666768
357,-0.04661233485803044
358,-0.05620969285044761
359,-0.025813415862531556
360,-0.02574794651740099
361,-0.02632091163433608
362,0.15190450137688677
363,-0.05342332576124803
364,0.05930472250723306
365,0.03895124473526817
366,0.12288568063767318
367,-0.013569328940384805
368,-0.053922907084935474
369,-0.0597216379150871
370,-0.039940917226589344
371,-0.0625561161477654
372,-0.008668644778949195
373,0.005100573683771331
374,0.04206258067907561
375,0.0034903676986520874
376,-0.028853769067328432
377,-0.024333519871520826
378,-0.02726591795405634
379,-0.044719459014742426
380,-0.029573620979596826
381,0.01909447781359982
382,-0.06662136310559866
383,-0.026413526320657903
384,0.033744130022365856
385,-0.0897113468630584
386,-0.0746183775889674
387,-0.05358389673682754
388,-0.016661042816011908
389,-0.08862725735640349
390,0.06149857955441829
391,0.007490585167235464
392,0.1375058837122106
393,-0.03818950001574503
394,0.18517755701154173
395,-0.03876530495429043
396,-0.0422600695416148
397,0.1711167768448586
398,0.10615307008391854
399,-0.04715095596319362
400,0.021644938604836923
401,-0.07378251844174497
402,-0.0274184457942693
403,-0.07752714623740628
404,0.12368766257637483
405,-0.022871710424416644
406,-0.021665032896790563
407,0.1559515072379344
408,0.1858682429229079
409,-0.03989363973396247
410,-0.029957429200970987
411,-0.03206486532597973
412,-0.03206486532597973
413,0.05317189486537905
414,-0.01127917789938486
415,0.13001014090033802
416,-0.05044501982848968
417,-0.031237159107320993
418,0.06681507823910043
419,0.00466553549313002
420,-0.018186921961576015
421,-0.04817060728256981
422,0.1985064347308168
423,-0.06425695687087044
424,0.14816587464382092
425,0.16451744384349085
426,-0.032176701706363275
427,0.1593279302951619
428,0.013221599992569368
429,-0.06712004672394145
430,-0.016868116620925314
431,-0.021926492155459183
432,0.003641345617026412
433,-0.009835999715776736
434,-0.014741399528365763
435,-0.006952516908006122
436,0.09533003541587744
437,0.10731123677067475
438,-0.058043298545923105
439,-0.08176633347485253
440,-0.04599534959312537
441,0.17027059047530957
442,-0.06861054986998823
443,0.04997778772529099
444,-0.021580614959608075
445,-0.018695154378504854
446,-0.01834990874176299
447,-0.002599696426050396
448,0.17059921993674654
449,0.014851001755392694
450,-0.017287994133934222
451,-0.06488204651168457
452,0.19303717138238746
453,0.1320928038930211
454,0.1706939553541284
455,-0.015784604520119348
456,-0.027639980762940938
457,-0.03943155482013105
458,-0.041988739318032195
459,-0.050826832045718445
460,-0.06499634498116452
461,0.12131936301606769
462,0.04265101293026861
463,0.16235940760465797
464,-0.08205577374367544
465,0.04615473360712407
466,-0.006482927135269843
467,0.032279094189544694
468,0.05959208582207025
469,0.16281096619954974
470,-0.0475309233179266
471,0.12353179052230139
472,-0.06519627589665516
473,-0.003927287659162304
474,-0.028649607564017517
475,-0.0755541711877225
476,-0.06324049838911654
477,0.017829157158070583
478,-0.06802705597692944
479,-0.019740145889312465
480,-0.02722732801771414
481,-0.03876210102416393
482,-0.0462832388714842
483,0.04119855555239076
484,-0.03134522246687838
485,0.17591529964885239
486,0.030362604473531705
487,-0.007881369284172171
488,0.02834973693354535
489,-0.03231854252703383
490,0.010038711276080987
491,-0.03571261526416506
492,0.1586457248669294
493,-0.029573620979596826
494,-0.04062076751036045
495,-0.06274576365979738
496,-0.0167014489385919
497,0.001785072012094397
498,-0.11102803212769252
499,-0.02224411405611797
500,-0.019200458323475077
501,-0.02031702685341874
502,-0.06261356966243797
503,-0.03387044715311636
504,-0.05445491786490284
505,0.005127822677807767
506,-0.03447367475086797
507,-0.00947775372181165
508,-0.07978657134014434
509,-0.030117022283149306
510,-0.03148601626805695
511,0.11198773553915263
512,-0.045112233011238366
513,-0.011633301133034148
514,0.15140528034310388
515,0.1752022892273681
516,-0.061060688141786335
517,-0.047334938889461046
518,-0.023314598104247686
519,0.15542564151162463
520,0.0002618458221179863
521,-0.005899460223062828
522,-0.011514278088807171
523,0.026102990858799028
524,-0.018345838151382212
525,-0.03661930591439287
526,-0.06881027434353915
527,0.15189952252492708
528,-0.003580837505390575
529,-0.08579965008871293
530,0.1847121126316199
531,0.11895789951986567
532,-0.07951004652263903
533,-0.03775637366989687
534,-0.04947972282820508
535,0.12392242836189123
536,-0.02032523434811772
537,0.16904149270163435
538,-0.05203038211630304
539,-0.05527620681012965
540,-0.05929828745742502
541,0.14920613240845426
542,-0.07756877922285547
543,0.17228919051673844
544,-0.05159547680581543
545,-0.028698378281303318
546,-0.041177305202719734
547,0.04442329296848597
548,-0.03182830165750846
549,0.02135544023675763
550,0.02210352438274061
551,-0.05933345700320163
552,-0.00762005319071634
553,-0.0034882642583265746
554,0.1101830317579563
555,0.004945810769162591
556,0.020608828273677268
557,-0.0010441588568955535
558,-0.036227294724737125
559,-0.04498597258746465
560,-0.0529391631973459
561,-0.03125853974680289
562,0.0012442701821030917
563,-0.061701108126700356
564,-0.0019363255710979643
565,-0.04197642487817759
566,0.08529475555305535
567,-0.026471855053945725
568,-0.005134899209172749
569,-0.041587357078149007
570,-0.00934788833556017
571,-0.03391366281515525
572,-0.05346365877979268
573,0.002746435787326251
574,-0.04270216277431644
575,0.18232768458852908
576,-0.0768378565224886
577,-0.023426757345524758
578,-0.021746109334159186
579,-0.06141414313803701
580,0.13194625629465617
581,-0.040707497642415796
582,-0.03350987289110702
583,-0.035953245619386905
584,0.059390725777867075
585,-0.03650947915955442
586,0.18093096799541053
587,-0.008590769874950673
588,-0.02952877864293074
589,0.1597981480020466
590,0.006543877745317125
591,-0.011115036574291802
592,-0.05203186105066851
593,-0.10640495008053692
594,0.09301634358670773
595,-0.005915560677442144
596,0.13118658846483414
597,0.024511145599304982
598,-0.04391374534718099
599,-0.013455591386883152
600,-0.00947775372181165
601,0.031377427620089285
602,-0.05809272795506527
603,-0.041742537316884605
604,-0.04329973885669223
605,-0.04323971971719461
606,-0.02937899599420229
607,-0.023073655239597462
608,0.16469962604194216
609,-0.04500313859288384
610,-0.018112276484826086
611,0.004064400133015771
612,-0.0019804807762462606
613,-0.0100423868005924
614,-0.021515534092091206
615,0.0012345509256913867
616,-0.04251370742439628
617,-0.04592238857162448
618,-0.059673943551060614
619,-0.0193119488256768
620,-0.09060585570219612
621,-0.0495298535655096
622,-0.01891499108552851
623,0.143546983723664
624,-0.021497544474659704
625,0.0181798539365925
626,-0.03011824212871177
627,-0.06325391598770908
628,-0.07881200023588397
629,0.10349927219488482
630,-0.032427361724613676
631,-0.027504963963711694
632,-0.05605412665143568
633,-0.06585625497743394
634,-0.05785640612843981
635,-0.021929626369511738
636,-0.0830161800371097
637,-0.07019131818999981
638,0.1329794061436728
639,-0.026969614585173503
640,0.1760984488534126
641,-0.035936364422056596
642,-0.046458714051132964
643,-0.0643515344111334
644,0.17156761494711545
645,-0.026527682923084835
646,-0.015686552321266804
647,-0.010676556594642887
648,-0.07396059854333648
649,-0.06631573824316507
650,-0.05607581585796148
651,-0.012194438280000249
652,-0.010749224075900158
653,0.10842020454433447
654,0.0012345509256913867
655,0.06804264979890921
656,-0.05203637973153179
657,-0.05121656497529878
658,-0.028301631360822962
659,-0.04515623720101293
660,-0.03907782397595775
661,0.05777600412683942
662,-0.06538720730242559
663,-0.017326589612169232
664,0.19338176900067464
665,-0.00947775372181165
666,-0.008121890872271682
667,0.026102990858799028
668,-0.023020063004296848
669,-0.05988629665879676
670,-0.021477176284590158
671,0.10125765442949945
672,-0.029861744180977378
673,-0.039430492237589335
674,0.0141684914889011
675,0.08979676878580513
676,0.1400501365081791
677,-0.029111807829542594
678,-0.01826941440126154
679,-0.07861386647708006
680,-0.005915560677442144
681,-0.03715413600011009
682,-0.055009142030392616
683,-0.01771497645504081
684,-0.10212693015137655
685,-0.04150739457949429
686,0.1456044562284108
687,-0.005089905176811947
688,0.11477871335659955
689,-0.014004454987085385
690,0.12999662914527757
691,0.04206258067907561
692,-4.900402624977352e-05
693,0.04687982664891779
694,-0.022035513182132257
695,-0.06583610172997563
696,-0.026320915632054263
697,-0.015430640609661934
698,-0.04261664444080517
699,-0.05564733855611931
700,-0.057383149790346276
701,0.14156350020173664
702,-0.03628841078747959
703,0.11237846304492356
704,-0.03555383921798081
705,0.11735845912638257
706,-0.04008647562073521
707,-0.0910756822735068
708,-0.059007096943688386
709,0.059390725777867075
710,-0.03526957417593318
711,0.12191895508071714
712,0.05777600412683942
713,0.1456122920907071
714,-0.030295146968482112
715,-0.06166440048981126
716,-0.002888058899705562
717,-0.01689652691908066
718,0.15248615357572634
719,-0.01128118954974826
720,-0.02339949356695145
721,-0.04466053129313706
722,-0.057383132304020965
723,-0.0020912421550352725
724,0.16479300446873812
725,-0.029181706485781594
726,-0.05371165204595248
727,0.11056560356150148
728,-0.02598139506047001
729,-0.030292957635720815
730,-0.07176943766273597
731,-0.04010453027788698
732,0.04442329296848597
733,0.16534738466008114
734,-0.06657450811696511
735,0.17314613656545821
736,0.1291178592206487
737,-0.0425916264691435
738,-0.038786727214419524
739,-0.09660049529133294
740,-0.087682854047692
741,0.17564142549016404
742,-0.021297397186038652
743,0.004945810769162591
744,-0.0786530451208179
745,0.18109052740974038
746,-0.03586693513438085
747,-0.028483915166619182
748,0.1460872948215751
749,-0.005899460223062828
750,0.13378650216767332
751,-0.03072599206910121
752,0.02573880604255445
753,-0.09638724031140435
754,-0.020874850456713584
755,-0.07501124571664965
756,0.11271734115740042
757,0.007136470631886076
758,-0.0016248100003961085
759,0.13976078197274117
760,-0.0081852023240859
761,-0.0344350072925622
762,0.14925693608117913
763,-0.027544531474624066
764,-0.013563287960544524
765,0.17783948123188942
766,-0.03434207973744771
767,0.13923655011279643
768,-0.010676556594642887
769,-0.09999825764564532
770,0.021644938604836923
771,-0.050556131154474486
772,0.00831218356274032
773,0.16738734764170599
774,-0.0031308460441114446
775,-0.01532773997315481
776,-0.033921657955111865
777,0.027212694639489773
778,-0.012923415706186738
779,-0.07877823925862543
780,-0.07332907736279703
781,-0.03608955308305526
782,-0.047677074593245085
783,-0.10178320373313565
784,0.14837508618514886
785,-0.06968647726336853
786,-0.08979061745776269
787,0.041032002781816075
788,0.01685503514245673
789,-0.036129720197679724
790,-0.0027003570210502904
791,-0.07460600075165781
792,0.14597995538691405
793,0.003064247816283795
794,0.14180412946754054
795,0.1896858934745796
796,-0.058361322447956235
797,-0.02868466539250002
798,-0.052753812047055995
799,0.10634983045768502
800,-0.04725537214571139
801,0.05587453354371958
802,-0.016783166525184936
803,-0.11957061487844028
804,-0.024199531719660394
805,-0.06083071197043361
806,-0.0609935882139417
807,-0.054924347590759995
808,0.020608828273677268
809,-0.03587719006408201
810,-0.0818112414150621
811,-0.05136962114349419
812,0.10202231065635299
813,-0.0033156618056581445
814,-0.06240696985303373
815,-0.0339589989938728
816,-0.025184905149965672
817,0.1591163296995217
818,0.01772504004382331
819,-0.02552492525490178
820,-0.010548521387680237
821,0.1592675855676355
822,-0.0019363255710979643
823,-0.0767793960139504
824,0.1379739468199792
825,-0.045727729792221145
826,0.12228785618154595
827,-0.017541569937002836
828,0.05777600412683942
829,0.034439795850153415
830,0.018569344526705382
831,-0.028572585191671877
832,0.15501340197581062
833,-0.025645025294837025
834,-0.029151128658414245
835,-0.018219446073149216
836,-0.06923334594714511
837,-0.05215457183414028
838,-0.02439118715409522
839,-0.03206486532597973
840,0.19096426367792727
841,-0.03960079496084997
842,0.0010327001563032857
843,0.18819949779172915
844,-0.03359950316993063
845,-0.04073380928532966
846,-0.05224436169278609
847,-0.023557336309711886
848,-0.08486411452658146
849,-0.006540155017978725
850,0.1507913720434876
851,-0.039573656272815845
852,-0.02672816487467818
853,-0.03922562786029146
854,-0.036624467571715495
855,-0.04423537474713737
856,-0.008352186247894628
857,-0.0530255515387816
858,0.17627228011255194
859,0.0016611214739097667
860,0.04790821450346132
861,-0.040173687417479495
862,-0.03013461546473839
863,0.007012225843838531
864,-0.038341301808392465
865,0.13094368582557173
866,-0.008686150898820591
867,3.6364913956491915e-07
868,0.01016312865264048
869,0.017829157158070583
870,0.042831084104595775
871,-0.07285978918310944
872,0.1325553840634183
873,-0.05462063453907163
874,0.06585838294610928
875,-0.03946507413559656
876,-0.047182991849614164
877,-0.06911881527820246
878,-0.04001982828579091
879,-0.034574754065346505
880,-0.11197201713827562
881,-0.029614138174471952
882,-0.03165032209867706
883,-0.051526002556727735
884,0.05881303196682956
885,-0.06276693038743629
886,-0.005226647382816854
887,-0.06682397202692783
888,-0.033097110229729214
889,-0.01920266980858069
890,-0.002893482654793613
891,-0.07422265628534355
892,-0.0778871609203172
893,0.015836316275465844
894,-0.028499570630351127
895,-0.03591764881222628
896,-0.012281812728930986
897,0.14092403581694574
898,0.17858785292383053
899,-0.05977115259259929
900,-0.01647814320637529
901,-0.04049792136729945
902,-0.006983449621297453
903,-0.016572825991549796
904,-0.012806082868689844
905,-0.008221500146624686
906,-0.06029161777733094
907,0.0002618458221179863
908,0.05587453354371958
909,-0.03315706936581377
910,-0.01683232464864594
911,-0.005740138327251964
912,-0.06451500917171486
913,0.18610707130086318
914,-0.05539610740490239
915,-0.013455591386883152
916,-0.034574754065346505
917,0.16293923601531332
918,0.00035028536551325224
919,-0.004998690266136201
920,0.021644938604836923
921,-0.0177724510695555
922,-0.04244661502111529
923,-0.025428130951268658
924,-0.06453000213953645
925,-0.00625561502126452
926,-0.049410025751245354
927,-0.04834238744457349
928,-0.0274184457942693
929,-0.002599696426050396
930,0.1815666264655265
931,0.024964638503299597
932,0.018032357900868132
933,0.17922134879977417
934,-0.05206906139567979
935,-0.0590538839426981
936,0.18361329762074524
937,-0.0948898004284942
938,-0.04933001413773202
939,-0.049668704235642076
940,0.17905899181682558
941,-0.03571474472427642
942,-0.08812969040051233
943,-0.023850542487043967
944,-0.04548801991200625
945,0.14761203407282944
946,-0.031850610284559815
947,-0.03866870020099981
948,-0.03488126234620162
949,-0.045944469655087465
950,-0.06398938409229364
951,-0.0388021619178442
952,-0.04702511244606164
953,-0.029300889609487922
954,-0.01128118954974826
955,-0.036875843596886164
956,0.17582855070622638
957,-0.04043806315510143
958,0.0027240309363794858
959,-0.02765724912534494
960,-0.01924149259900745
961,-0.0948179081816982
962,-0.0288626436712025
963,-0.011574508383841274
964,0.12326172139348014
965,0.14212043599466184
966,-0.051381163567597914
967,-0.04413250994403065
968,0.013926639320107953
969,0.005392608382727574
970,-0.07836130012081821
971,0.00013110061327024238
972,-0.029660102128510425
973,-0.01128118954974826
974,-0.028928825871576747
975,-0.08436828904691102
976,-0.013680701266672694
977,-0.05337562196413507
978,-0.04392466830791247
979,-0.029249895257302472
980,0.14753404142892015
981,0.0024913154022899705
982,-0.049753408396481534
983,-0.044923732513665535
984,0.04790821450346132
985,-0.027513213908392085
986,-0.024914926281814003
987,-0.03874786078470571
988,-0.02639524983917295
989,0.04997778772529099
990,-0.005203712297446757
991,-0.03514038698005761
992,-0.049541627153411635
993,0.12783534585267445
994,0.004475115886170405
995,-0.04817237854950768
996,0.19986808460530164
997,-0.04921930085323378
998,-0.05771775365179774
999,0.051862893039124794
1000,-0.0344350072925622
1001,-0.08000999095501099
1002,0.14790164403973288
1003,-0.11970467528729244
1004,-4.900402624977352e-05
1005,-0.09988996949468147
1006,0.006733776250118767
1007,-0.03149382906700807
1008,-0.02367632880266303
1009,0.08361608144223708
1010,0.017829157158070583
1011,-0.058940390431532465
1012,-0.055303722295454764
1013,-0.06649581115337029
1014,-0.012220329704951939
1015,-0.01557445758360395
1016,-0.06943844485632757
1017,0.00023803931442751013
1018,-0.05254411596843333
1019,-0.0722637928231205
1020,0.1257509013084371
1021,-0.014760289993483689
1022,-0.0463935163850041
1023,-0.04150097009631855
1024,0.1589144806608061
1025,-0.07769565905860307
1026,-0.04423498287427728
1027,-0.035323395435347314
1028,-0.018695154378504854
1029,-0.04559390673501052
1030,0.14354402279620562
1031,-0.030794170873050652
1032,-0.0791548838382494
1033,-0.09018272899247551
1034,-0.01541885428604464
1035,-0.03417921814157497
1036,-0.03387814876015155
1037,0.010918762398515499
1038,-0.025582033206724194
1039,0.006782324306132671
1040,-0.054682187020259294
1041,-0.06538215286036039
1042,-0.049328656802484126
1043,0.04049927179186921
1044,-0.07295784279869375
1045,0.16438320516728497
1046,0.0010058507041481237
1047,-0.03526957417593318
1048,-0.05352012181948132
1049,-0.040812988258810565
1050,-0.03274835625896199
1051,-0.06328608460817287
1052,-0.04222536863374338
1053,0.02753191322841786
1054,-0.008813734192455446
1055,0.14908726206800574
1056,0.13108610544164923
1057,0.14702513266035952
1058,-0.03182830165750846
1059,-0.05535012904551453
1060,-0.0167014489385919
1061,-0.034423265923531364
1062,-0.04071135190083397
1063,0.12729289100578123
1064,0.12941922026519245
1065,-0.025584411074241014
1066,-0.020010444929204268
1067,-0.05844701398755941
1068,0.14662201763793561
1069,-0.040806183489034246
1070,-0.05701334013249791
1071,-0.021316344488558854
1072,-0.0415633189191067
1073,0.16101169390501033
1074,-0.012944777962962109
1075,-0.08673860566108439
1076,0.1655337631647327
1077,0.13118658846483414
1078,0.05930472250723306
1079,-0.05021176462336732
1080,-0.03857551204726741
1081,-0.011617719415922276
1082,-0.08045884213355477
1083,-0.020517425512973145
1084,-0.019368094678973168
1085,-0.05415660982184685
1086,0.12040265505618584
1087,-0.030547670566579584
1088,-0.08390607007027151
1089,-0.01928066443381592
1090,-0.04313200825589169
1091,0.007978758665799215
1092,-0.03715741064645869
1093,-0.015462322919669652
1094,-0.046597411756426906
1095,-0.0074208027659067154
1096,-0.09161440805600858
1097,0.12316670622970348
1098,-0.09277691607396375
1099,-0.07171315760392583
1100,-0.06996662320258595
1101,0.13947843969125115
1102,-0.01647814320637529
1103,4.4192551443084175e-06
1104,-0.045421581460936104
1105,-0.07561310218614813
1106,-0.01122847861009043
1107,-0.02112541655007115
1108,-0.07105832735290844
1109,-0.025759130024894238
1110,-0.06569824475351173
1111,0.00383648142946622
1112,-0.007260250118313661
1113,-0.05331591602807377
1114,-0.09526935304565204
1115,-0.04772329461894013
1116,-0.0073084066926708225
1117,-0.05460313484254184
1118,-0.07148029098899335
1119,0.11388765508310648
1120,0.004734869650694862
1121,-0.0501875216374731
1122,-0.039045329887912726
1123,-0.0025048772023436566
1124,-0.05045262390367073
1125,-0.06812237175639536
1126,-0.06273740095912117
1127,-0.0518154011975766
1128,-0.07534957968651476
1129,0.1840461291309297
1130,-0.05077262656863325
1131,-0.020344620821299474
1132,-0.03827167379141361
1133,-0.05935499924219582
1134,-0.07080213212296699
1135,-0.043305633888506306
1136,0.10792149529001971
1137,0.12299146634354663
1138,-0.006966663410837786
1139,-0.049489399621932426
1140,-0.001383027633921417
1141,0.00831218356274032
1142,-0.048962088131926554
1143,-0.03191918367684275
1144,-0.09773659920049037
1145,-0.035647226621026415
1146,-0.13851348412034106
1147,0.023562881381357623
1148,0.1451692305306117
1149,0.11445995738117334
1150,0.11262228609289682
1151,-0.06843214391968111
1152,-0.0367307387796491
1153,-0.042294619568163286
1154,-0.03749786055397699
1155,0.042831084104595775
1156,-0.017948489127027442
1157,-0.029249895257302472
1158,-0.023634047293706596
1159,-0.008601004179132074
1160,-0.0562976218683208
1161,0.01722969626684884
1162,-0.04643598489466561
1163,-0.0177724510695555
1164,-0.0081852023240859
1165,0.012692048276661474
1166,0.012235127224703645
1167,-0.020708627773544146
1168,-0.0757444089249782
1169,0.13516298808681887
1170,-0.09802133661694892
1171,0.17686780705832608
1172,0.1316215436567415
1173,0.028052044920905406
1174,-0.10056508364675788
1175,-0.07735880173540874
