,target
85,-0.06905485497152933
86,-0.013189983407920138
87,0.048723179653690434
88,0.0075779439918920565
89,-0.064316516828197
90,-0.05270859538925591
91,-0.03698217366983709
92,0.018308144709100124
93,-0.020671453472001625
94,0.004894540135504802
95,-0.054178429910575934
96,-0.04447060864264796
97,-0.03528762172521137
98,-0.03247524214814649
99,-0.01537897487225562
100,0.1152917175086782
101,-0.012445547856843143
102,0.011503264427936076
103,-0.03827507407440219
104,-0.08358250415260915
105,-0.01583019149613099
106,-0.05690736616834381
107,-0.014981075934514788
108,-0.08511000577156803
109,-0.010993908855994518
110,0.005711024689937299
111,-0.06097854800844123
112,-0.03528303656019168
113,-0.031380640697760386
114,0.11439710403189503
115,-0.07553662876977622
116,0.019347483846308015
117,-0.027793997832037506
118,-0.009071068691355039
119,-0.03311610257921737
120,0.14405515686864426
121,-0.05585312881637813
122,0.19364587116013662
123,-0.0057163874130045245
124,0.11618507556107607
125,-0.02734240979095104
126,-0.015013848646885989
127,-0.0215847022247678
128,0.0021134893365621684
129,-0.04584806326948124
130,-0.02718497956838733
131,0.03841342866008365
132,-0.06944445381998753
133,-0.0601913026207628
134,-0.03785214334439908
135,0.1457145353197492
136,-0.04276597122270528
137,0.008164719335613645
138,-0.027166312932821825
139,-0.05857264835257476
140,-0.06391619502890108
141,-0.024189044431088307
142,-0.007547504019692422
143,-0.03755877930594744
144,-0.019191812228920285
145,-0.017887165901689973
146,0.12064168423802013
147,-0.06975629517006945
148,-0.09006634232542131
149,-0.08191816517628343
150,-0.05413035775178037
151,0.0009433446693050842
152,-0.051678497647817914
153,-0.08908390262010973
154,0.04093521103203128
155,-0.03416469989034266
156,-0.054478896881140604
157,-0.02274859726951209
158,0.13696692832883742
159,-0.05204825149522845
160,-0.032641501423482544
161,0.005452623200934665
162,0.0021134893365621684
163,0.01398178428558125
164,-0.061549693479224815
165,-0.051671158973944295
166,-0.04597130279211765
167,-0.07963511548320079
168,-0.01990222431803356
169,0.013744863835536872
170,0.15492612169794573
171,-0.025881706442055525
172,-0.04959461903838167
173,-0.02721085619744754
174,0.00017214388045867573
175,0.08420922896092466
176,-0.01918873657028308
177,-0.057557409653257924
178,-0.027047223535788503
179,-0.0649497057388869
180,-0.07437415645794955
181,-0.04281710630438066
182,0.18121097220666413
183,-0.06759561050287631
184,-0.010993908855994518
185,0.030848195264885577
186,-0.05840802343641952
187,-0.0723376731070486
188,0.11574902127751391
189,-0.009041427509598287
190,-0.01719796308485832
191,-0.061218489378679776
192,-0.013169911796104362
193,0.11720968847468276
194,-0.035929599473564985
195,0.184214102571278
196,-0.03780875453849893
197,0.11370099756688001
198,-0.08458857348368004
199,-0.0684103771502468
200,-0.033455617336728284
201,-0.0018282446223927256
202,-0.05849076605345032
203,-0.05123945771077116
204,-0.005987331584932874
205,0.1571852597478048
206,-0.06707169423535281
207,-0.013922799831080891
208,0.17612906727467084
209,-0.030352880474013303
210,-0.07934685995962684
211,-0.05480451902274461
212,-0.055751077365894124
213,0.16809865969265397
214,-0.03660660435005296
215,-0.05271038200934503
216,-0.07802921737008024
217,0.16526699254576496
218,-0.0753831893437129
219,-0.02725454245805296
220,0.11381364379117018
221,-0.04101349414336516
222,0.18573092099904037
223,0.12320612982241692
224,0.05708866411064352
225,-0.0314580710608128
226,-0.055046369937871154
227,0.0007411811209677751
228,-0.037533456445201674
229,0.04239049051421955
230,-0.008787318884499715
231,-0.005987331584932874
232,-0.034168294948458744
233,-0.07173620860738074
234,-0.003206615197336753
235,-0.056535089159758294
236,0.2084326110222866
237,-0.025764601778721787
238,0.02716565016850634
239,-0.021951736069328445
240,0.15716930695172784
241,-0.06152569460186888
242,-0.05063046028616509
243,-0.038535274172202136
244,0.012958706022513183
245,-0.05146638856904082
246,-0.04200785762701561
247,0.10740799937108622
248,0.1329139131736433
249,-0.02392851328116538
250,-0.05885720709130986
251,-0.04956508033937738
252,-0.056352783526645044
253,-0.0776860699497196
254,0.02756665791818324
255,0.1966528877869253
256,0.03301054201315092
257,-0.0504566893108972
258,-0.03816732999339197
259,-0.04274784199586311
260,-0.04563945690443543
261,-0.04973081276590641
262,-0.01149911411926795
263,0.01398178428558125
264,-0.04284397570082001
265,-0.016497106862621336
266,-0.006175505012735925
267,0.026817072493018016
268,-0.06946611087705587
269,-0.05646202942895925
270,-0.011685987078703733
271,-0.0057163874130045245
272,0.04079458059301898
273,0.15964769146897873
274,-0.025697749506203096
275,-0.05918927499083985
276,-0.007717658034102804
277,-0.020122787514872047
278,-0.014887954548039156
279,0.02296030301417344
280,-0.03984051290169922
281,-0.031761717294513894
282,0.001339977394609015
283,0.14575251971602826
284,0.14537798651111325
285,0.002125653495728925
286,0.17484337581855475
287,-0.09587168910463621
288,-0.07279470932661714
289,-0.033788956656061096
290,0.04560095654733001
291,-0.05232050990030941
292,-0.019340814150217746
293,0.04511103901278569
294,-0.04842905285252678
295,-0.02391056624556042
296,-0.09348876520548115
297,0.005591032428315707
298,-0.032154809421975246
299,-0.08477049668306559
300,-0.04224871752711144
301,-0.006945818045416608
302,-0.0808630456714363
303,0.11111737169869723
304,-0.016524450516626037
305,-0.025950054477025208
306,0.12612408392543226
307,-0.02390904998527159
308,-0.009071068691355039
309,0.00035717778414800616
310,-0.041441329382961724
311,0.1587710741842598
312,-0.037278468729196886
313,-0.04566023961465935
314,-0.027942334275167652
315,-0.04720402173349798
316,0.1785229666789001
317,-0.016497106862621336
318,-0.050940315044467714
319,-0.01635950669423545
320,-0.05901519861677374
321,-0.04101349414336516
322,-0.011662467369402945
323,-0.003938564988699843
324,-0.029500652569256654
325,-0.002202026352466648
326,0.15378008846877558
327,-0.009217219131755569
328,-0.03283972195188958
329,0.13283527676852008
330,-0.06936360425451822
331,-0.061939522770395904
332,0.13681705392873528
333,-0.027942334275167652
334,-0.06686966345679257
335,-0.02521839292194762
336,0.1299824446572953
337,-0.02307350750092562
338,-0.07893753886025047
339,-0.003511014811486083
340,0.2036582360858995
341,-0.012645417910235128
342,-0.03229771206520789
343,-0.010776227459774784
344,-0.05290133487289087
345,-0.09641785440591745
346,0.17803163902891875
347,0.0026713665325180393
348,0.04290608629451455
349,-0.01634308164917363
350,0.15331341897135134
351,0.00496989291525901
352,0.007210534214835567
353,-0.06937944861396954
354,0.16713629183720485
355,-0.06043757635104898
356,0.12973032887324742
357,-0.0339344345344192
358,-0.04836456427995426
359,-0.023950232119665738
360,-0.024189044431088307
361,-0.0319028396854852
362,0.15718257319392728
363,-0.05285254627527965
364,0.05341804360065777
365,0.053466237734575
366,0.11116082292655638
367,-0.017148452071248196
368,-0.057135544260767716
369,-0.06529160587733267
370,-0.04677422464441571
371,-0.06105408937203776
372,-0.020653042505331516
373,-0.000723033171233504
374,0.04437439852422535
375,-0.008167738594292474
376,-0.03848835725855528
377,-0.027942334275167652
378,-0.018870218458289765
379,-0.05131215287325856
380,-0.03229771206520789
381,0.028511865140857236
382,-0.0720798160291189
383,-0.0417277666771993
384,0.02312754187219264
385,-0.09380407919579145
386,-0.065342286381573
387,-0.05207356693864785
388,-0.022947673633830996
389,-0.07687906110972648
390,0.05290722363449505
391,-0.006670472329488374
392,0.14497648872603724
393,-0.027907590578454485
394,0.18970966642228415
395,-0.044882510306926714
396,-0.014231792866227416
397,0.1731162181174723
398,0.1322237650212429
399,-0.05525039453435884
400,0.02296030301417344
401,-0.06395245071668192
402,-0.038200234228580106
403,-0.05977448234004425
404,0.14149972550273232
405,-0.016512298358135204
406,-0.02383621656229362
407,0.15967029729902243
408,0.19293616438081934
409,-0.05058792534662953
410,-0.02389017367806712
411,-0.03173977557192357
412,-0.03173977557192357
413,0.047306187215988296
414,-0.029628826626036026
415,0.14129463501954156
416,-0.04641302738629153
417,-0.022303349826507328
418,0.04145049816090264
419,-0.0028968633410913765
420,-0.027417018695439627
421,-0.036781286138032575
422,0.1895933848520745
423,-0.07386348827934261
424,0.15540993324961935
425,0.18283185489525772
426,-0.04194282711336501
427,0.15478895323117473
428,0.007410580673118703
429,-0.06199089093724889
430,-0.023498292340776217
431,-0.02771205564540371
432,-0.008963222524386786
433,-0.014292373417419355
434,-0.018073692954020483
435,-0.005445863514335482
436,0.09862834842545806
437,0.10873547844546552
438,-0.053943662610971166
439,-0.07042275120658924
440,-0.03232665688508069
441,0.17615375971615085
442,-0.07370216179028789
443,0.046381146758354454
444,-0.03004487348802657
445,-0.008403755331821276
446,-0.01713325672035397
447,0.005591032428315707
448,0.1669451776856664
449,0.020482962880902327
450,-0.025714680535757442
451,-0.07554615619882378
452,0.19019439809248417
453,0.14144343646296376
454,0.1787317210417738
455,-0.009904266172949983
456,-0.03414309614192319
457,-0.026351449340981447
458,-0.05113631010421089
459,-0.0639780467660837
460,-0.059983307502060705
461,0.1268051379949041
462,0.04718164593100568
463,0.16409537638118946
464,-0.07320063304142574
465,0.037016075935332016
466,0.0091727823312485
467,0.023238446635829548
468,0.04293472226204757
469,0.17495468891611718
470,-0.04590819744065458
471,0.13592907550167616
472,-0.056564769314924795
473,-0.006420886360734505
474,-0.017971093250950355
475,-0.0469403287886096
476,-0.030352292792691783
477,0.03041773771796652
478,-0.046081501139864894
479,-0.013113731170864507
480,-0.04245035410926261
481,-0.03228848513258779
482,-0.04050636421637115
483,0.04992594254080884
484,-0.04876041070453136
485,0.16013823267444485
486,0.018224295693927525
487,-0.0008942859049197036
488,0.014043692906853386
489,-0.03713454705906718
490,0.01398178428558125
491,-0.03601517174963588
492,0.1551156589139123
493,-0.03229771206520789
494,-0.035611996854881235
495,-0.036842783220412706
496,-0.0068847292224955186
497,-0.01746426684513103
498,-0.11555194015752104
499,-0.030304315257515695
500,-8.177673040347586e-05
501,-0.016324850291586375
502,-0.0341094717471337
503,-0.03456246113875267
504,-0.05412863555118426
505,-0.006086876659461676
506,-0.02963847786410623
507,-0.005128667995146518
508,-0.068545060058371
509,-0.032883615371307524
510,-0.023822545173738937
511,0.10701288647144913
512,-0.0471467589974827
513,-0.008662552985410408
514,0.1360055800389783
515,0.1665165526307325
516,-0.06802183319192377
517,-0.04412926985748863
518,-0.029977387896256535
519,0.15571858291933502
520,0.009671937587680134
521,0.0008189895253497703
522,-0.014356710056466965
523,0.034778496334489824
524,-0.012577964115397416
525,-0.03393874554406703
526,-0.06767867841464295
527,0.14150463962608734
528,-0.0005338147961941707
529,-0.07536165469443609
530,0.16125428091637356
531,0.12085705618099125
532,-0.056159676641082235
533,-0.025638564972377997
534,-0.04897147999359998
535,0.1369323717430235
536,-0.019272711118959177
537,0.18476373114020878
538,-0.06164767593005623
539,-0.05878605990307478
540,-0.07397680674944972
541,0.14588704557742255
542,-0.08509204179228097
543,0.16376916541716843
544,-0.05124305809462914
545,-0.012119285244288748
546,-0.04704047953303243
547,0.03841342866008365
548,-0.037169890261658664
549,0.027832511802691594
550,-0.004749876706262164
551,-0.06351496714135926
552,-0.010831565971215245
553,-0.009574769551810063
554,0.13119563780092589
555,0.00017214388045867573
556,0.016878496445498294
557,-0.006175505012735925
558,-0.03515011268188968
559,-0.04032692056184568
560,-0.07351635697080462
561,-0.0314618490220383
562,0.0018259028030014931
563,-0.06278020858043597
564,-0.009275531990647505
565,-0.0531487896558978
566,0.10037303408209676
567,-0.03674412808601354
568,-0.012293721278024564
569,-0.029515275345911456
570,-0.015789548650415725
571,-0.058505522017433
572,-0.04404293088459222
573,0.003763868432939767
574,-0.03742903330994603
575,0.18332556066402664
576,-0.08134846684020443
577,-0.03078904701601517
578,-0.0012851135038391326
579,-0.03601095403274256
580,0.13001643346877081
581,-0.04300608002409252
582,-0.029337896351695255
583,-0.03180905637606012
584,0.050681394611765844
585,-0.041431469442588624
586,0.18705029087587144
587,-0.015385798329341007
588,-0.059326712768580536
589,0.17320973475179172
590,0.000774016364710587
591,0.015007835249345866
592,-0.03396524657314067
593,-0.09293211325389156
594,0.07234465187857234
595,-0.012445547856843143
596,0.12217630672290161
597,0.011563527076181825
598,-0.04637661631265408
599,-0.021951736069328445
600,-0.005128667995146518
601,0.04479226821760658
602,-0.06778752873012661
603,-0.04930001634896715
604,-0.0384463398856663
605,-0.03300453218306403
606,-0.04595131523379293
607,0.0026713665325180393
608,0.17903705399582867
609,-0.03326214088754712
610,-0.011115899971188357
611,-0.013038756542969899
612,0.0031614283395831598
613,-0.0076252737254942846
614,-0.020406078169086822
615,-0.01757868117377154
616,-0.03924617499601059
617,-0.054889562177719405
618,-0.06004815742805731
619,-0.030090214473123773
620,-0.10173097552854553
621,-0.047531982182018276
622,-0.01793187989229898
623,0.13777211353128427
624,-0.027141368455626553
625,0.008205998791400927
626,-0.04037454730998048
627,-0.07029695915164534
628,-0.07763535938378073
629,0.12351298934399996
630,-0.03513033447129614
631,-0.018193152007918597
632,-0.0508493903205948
633,-0.06385968095054646
634,-0.04649679409246998
635,-0.02858061032466476
636,-0.08442584525300267
637,-0.08410779249449397
638,0.13736387628359192
639,-0.050654923861180645
640,0.18121097220666413
641,-0.050897809338218095
642,-0.05414751675759301
643,-0.07347661124077182
644,0.17172796824758338
645,-0.03431877399675009
646,-0.02809142697393206
647,-0.0018282446223927256
648,-0.04859464218152347
649,-0.048237234137069616
650,-0.06990499225959083
651,-0.012236540416314947
652,-0.010689231725151158
653,0.06270900266333725
654,-0.01757868117377154
655,0.05708866411064352
656,-0.05128186785586939
657,-0.02308736413133136
658,-0.020972844634522814
659,-0.03252972424165378
660,-0.03378283798590908
661,0.048723179653690434
662,-0.06924240861477282
663,-0.020122787514872047
664,0.17782538981801022
665,-0.005128667995146518
666,-0.010333649995840907
667,0.034778496334489824
668,-0.038254895449052716
669,-0.06699663298402939
670,-0.015320227142156372
671,0.1294636630180868
672,-0.0346864390051176
673,-0.03133705147602973
674,0.01089756468636343
675,0.10252622179996894
676,0.13082996258068533
677,-0.03268232759011599
678,-0.017738334783984292
679,-0.0804947186982014
680,-0.012445547856843143
681,-0.03634184231673578
682,-0.06845062802919774
683,-0.012251988273251121
684,-0.08117636756314643
685,-0.04693162800498846
686,0.15119620454106708
687,-0.011252846666007444
688,0.11391023633210026
689,-0.01904277137230885
690,0.12333470675811467
691,0.04437439852422535
692,-0.00864992005884904
693,0.04781979987157193
694,-0.012340927440684773
695,-0.05488168843499442
696,-0.01941400042056668
697,-0.037279095974944845
698,-0.0477548829098846
699,-0.05845816462349862
700,-0.07781349277262598
701,0.1394174270882476
702,-0.041875493781273594
703,0.12188170543234496
704,-0.032341009634135595
705,0.12431000656541197
706,-0.05092677409452196
707,-0.07805084684632219
708,-0.05644960686716585
709,0.050681394611765844
710,-0.03556581987142944
711,0.13086006196330344
712,0.048723179653690434
713,0.14101857824843955
714,-0.02725454245805296
715,-0.06590395976714164
716,0.003310680933119363
717,-0.015480207937525753
718,0.16131282377393655
719,-0.013254173495769407
720,-0.024644859329908682
721,-0.03767361681969947
722,-0.04952640312258076
723,-0.00611437615476684
724,0.15805032045113
725,-0.03235005241421543
726,-0.060619539986740356
727,0.10965426297092336
728,-0.02307350750092562
729,-0.041672650915077054
730,-0.08413552613605856
731,-0.040582143089688376
732,0.03841342866008365
733,0.1498017228924827
734,-0.05679246490101185
735,0.17015513534393414
736,0.12495222864182998
737,-0.042909294704437974
738,-0.04360742691397262
739,-0.09116660610044339
740,-0.07368144752614285
741,0.181563603345504
742,-0.015501761821700702
743,0.00017214388045867573
744,-0.07890999704480618
745,0.17250808004419688
746,-0.030666572722000355
747,-0.04881947736225378
748,0.15177030702157357
749,0.0008189895253497703
750,0.12984077775982722
751,-0.054503011023712834
752,0.01893302775349192
753,-0.08673399110226186
754,-0.01907847800264337
755,-0.0633790175260022
756,0.1167719495515311
757,-0.012765327838413887
758,0.00014084263671229155
759,0.13669504559831047
760,-0.00167062260234558
761,-0.04952818565547926
762,0.15454520602804048
763,-0.032009444171267845
764,-0.03001646156785009
765,0.1658521686015466
766,-0.02829302973581722
767,0.12614097762813595
768,-0.0018282446223927256
769,-0.08886114202466462
770,0.02296030301417344
771,-0.03992459722522505
772,0.013158590127493694
773,0.18626776636379694
774,-0.0016081411248234454
775,-0.023656236846331533
776,-0.032953362251314254
777,0.021612899196289864
778,-0.016064721476587
779,-0.07392816015846156
780,-0.08180967952989046
781,-0.029878059935698444
782,-0.059195608588148284
783,-0.08826887550864802
784,0.14263868771657737
785,-0.06542626357768279
786,-0.07708782104401368
787,0.042998367409204846
788,0.007813532347846876
789,-0.03536750039094151
790,-0.006945818045416608
791,-0.07410124136856694
792,0.1444585110818217
793,-0.005715793091020657
794,0.14630504906929792
795,0.17544196329606554
796,-0.062339380141223595
797,-0.03771456039297433
798,-0.06055716596892617
799,0.1244100237599447
800,-0.035270425903279924
801,0.05573837077888678
802,-0.006870161543391718
803,-0.10080679856364837
804,-0.0245153138900531
805,-0.05652881169047442
806,-0.047790961430387524
807,-0.030588658925623565
808,0.016878496445498294
809,-0.03279900848331119
810,-0.07432643183759721
811,-0.062215998237153285
812,0.11633698506279107
813,-0.017588174270807846
814,-0.05574062991138844
815,-0.040759294282809985
816,-0.013358705766141673
817,0.1595267771495282
818,0.004666747623628019
819,-0.050961426760677865
820,-0.009501387182925059
821,0.15659597815223994
822,-0.009275531990647505
823,-0.07006475107859537
824,0.1391135307945278
825,-0.05422816769235262
826,0.12207370076391902
827,-0.02418122298354027
828,0.048723179653690434
829,0.03576690188705487
830,0.004195673322365062
831,-0.0478711619725413
832,0.15699363456285917
833,-0.015025619200692618
834,-0.04513905709137417
835,-0.005727192138923474
836,-0.06585650272969266
837,-0.05170618632799558
838,-0.04421107893973309
839,-0.03173977557192357
840,0.1887718287433418
841,-0.01855903066841023
842,-0.016987238069987858
843,0.18885460739508697
844,-0.04422396159847167
845,-0.01931113256185759
846,-0.054829924899918434
847,-0.033486997750530684
848,-0.07793899303662186
849,-0.015092746251428441
850,0.16193841100812592
851,-0.040466531339578525
852,-0.027962087080293786
853,-0.03414435185322771
854,-0.03920685819935851
855,-0.04825646124878172
856,-0.012362103799696536
857,-0.04970176743005007
858,0.17400746492451258
859,-0.012371648094035865
860,0.058358454412262985
861,-0.050940315044467714
862,-0.02272652448788146
863,-0.006361590834469957
864,-0.05966314114734987
865,0.1472737160962644
866,-0.02694159602182166
867,0.005711024689937299
868,0.0027197709122114312
869,0.03041773771796652
870,0.03953530738081642
871,-0.06662187182025861
872,0.12853204392022213
873,-0.06626218975242176
874,0.0527399027976225
875,-0.03369480438886993
876,-0.05462100357591316
877,-0.06632220079868811
878,-0.025244395857002888
879,-0.02555613290702688
880,-0.09563603068466676
881,-0.01639431988516268
882,-0.027354989503065162
883,-0.03848233598071086
884,0.05575335035918796
885,-0.050369377489624945
886,0.013744863835536872
887,-0.04995807081242483
888,-0.02945606822946332
889,-0.028671189261129926
890,-0.011705544590686024
891,-0.07855045502999329
892,-0.07015955964561396
893,0.019785539792396285
894,-0.04120778245283067
895,-0.026246019536161912
896,-0.007108475110834053
897,0.14149635099726474
898,0.1747104330849909
899,-0.06346507931597113
900,-0.010594403179981223
901,-0.03960148102067199
902,-0.006742099930282544
903,-0.013969734369099523
904,-0.02721085619744754
905,-0.007415422786232755
906,-0.07579259103201365
907,0.009671937587680134
908,0.05573837077888678
909,-0.033126999111363874
910,-0.017576521014244357
911,-0.011207076095915303
912,-0.06124078283210173
913,0.1718808486138702
914,-0.0599183705699133
915,-0.021951736069328445
916,-0.02555613290702688
917,0.1636479450308658
918,-0.008671358454711637
919,-0.005812949959500196
920,0.02296030301417344
921,-0.007541556657219058
922,-0.05001877759465224
923,-0.02719133237440674
924,-0.06298400861921116
925,-0.0012982172507853698
926,-0.046134438974007125
927,-0.060751889998441985
928,-0.038200234228580106
929,0.005591032428315707
930,0.18796237918719333
931,0.002363744980515442
932,0.010952396253156638
933,0.16991016300219963
934,-0.0726023654842552
935,-0.04624750151552071
936,0.18537576118577817
937,-0.06686795496281982
938,-0.046862235023124
939,-0.028800208278082905
940,0.1909640538934686
941,-0.03239233675590732
942,-0.08414798161698384
943,-0.02813998477818991
944,-0.048381472627449254
945,0.15099960607037213
946,-0.04566965523644908
947,-0.03907745007960625
948,-0.019790146226925757
949,-0.0466863006516624
950,-0.04294387790879154
951,-0.04317301851674684
952,-0.03137639754989236
953,-0.011836300756693868
954,-0.013254173495769407
955,-0.0295635638453409
956,0.16066486301653446
957,-0.028065982259931628
958,0.009233123141475414
959,-0.016833270895858635
960,-0.035929599473564985
961,-0.08001542897257417
962,-0.041099743336858605
963,-0.009107893400311914
964,0.12637023290632243
965,0.1380055599505092
966,-0.044464586693465584
967,-0.045128537566798715
968,0.03009688428127134
969,-0.005650802739047236
970,-0.0858674895370275
971,0.0030565165129898945
972,-0.023439925853245138
973,-0.013254173495769407
974,-0.026140185140687666
975,-0.07712722632284154
976,-0.02974534949933348
977,-0.06427419338897272
978,-0.061237299604641846
979,-0.03157917804464753
980,0.160607587773042
981,-0.01624881576974108
982,-0.058169601983298985
983,-0.05218063509832326
984,0.058358454412262985
985,-0.02952748716176015
986,-0.030737904613558912
987,-0.03750842788536955
988,-0.013074713109219127
989,0.046381146758354454
990,0.0021134893365621684
991,-0.030453207119568722
992,-0.052318282589988815
993,0.12226436080064149
994,-0.0025131943966376744
995,-0.06164880817124897
996,0.1904824355475297
997,-0.04843037619772376
998,-0.0478807209575796
999,0.04649874841598115
1000,-0.04952818565547926
1001,-0.07374406042886124
1002,0.14850138430936438
1003,-0.10042380985768781
1004,-0.00864992005884904
1005,-0.08824977943625793
1006,-0.005101838073241858
1007,-0.03301376768339455
1008,-0.045968571858342286
1009,0.10510528845667365
1010,0.03041773771796652
1011,-0.062074243977652224
1012,-0.04979556312011173
1013,-0.06659886315207474
1014,-0.025615459099869158
1015,-0.005073636476111765
1016,-0.06882399812772402
1017,-0.009170816818243091
1018,-0.047444534693914645
1019,-0.06048125635452986
1020,0.1173537972788363
1021,-0.02394470784782199
1022,-0.06364392770593617
1023,-0.03394165478163574
1024,0.15675758783653848
1025,-0.06778564642958372
1026,-0.049432723542383934
1027,-0.03249585991050952
1028,-0.008403755331821276
1029,-0.03887521655460368
1030,0.14173781880251002
1031,-0.04344050003183136
1032,-0.06593767255228496
1033,-0.09856283802369677
1034,-0.012760677818788799
1035,-0.04106974987116587
1036,-0.016031278744194338
1037,0.007044351370735013
1038,-0.021521223214145402
1039,0.004648223248134311
1040,-0.045270493293689325
1041,-0.07737246406580155
1042,-0.05067013000469303
1043,0.02052823938474132
1044,-0.07766083260730185
1045,0.1567962344805902
1046,-0.0072886392786156926
1047,-0.03556581987142944
1048,-0.05222085124837508
1049,-0.032228278053728535
1050,-0.04789785294810605
1051,-0.053818849628646845
1052,-0.032199475404172354
1053,0.004543784542066655
1054,-0.013173218701418113
1055,0.15346701388628042
1056,0.1369638571973384
1057,0.16184841632698102
1058,-0.037169890261658664
1059,-0.03689121313630244
1060,-0.0068847292224955186
1061,-0.03649690201254362
1062,-0.06845392292261372
1063,0.12899660673802202
1064,0.1283318907181413
1065,-0.01835004873154858
1066,-0.04404414821245107
1067,-0.05163215573913937
1068,0.15597924649178127
1069,-0.043842384516825796
1070,-0.05289302589452217
1071,-0.01504307291596178
1072,-0.036751606136862486
1073,0.15984854414548202
1074,-0.02066014499849265
1075,-0.09439889851528387
1076,0.15879102297419312
1077,0.12112179982563834
1078,0.05341804360065777
1079,-0.05242969150120522
1080,-0.046576700097397776
1081,-0.018759524589591053
1082,-0.09503625389905877
1083,-0.011011985884938735
1084,-0.019686438503486094
1085,-0.050764685305971585
1086,0.10857228156181284
1087,-0.03402456373484469
1088,-0.07183689588469884
1089,-0.008258372634157095
1090,-0.04128239958364776
1091,0.01148208408092598
1092,-0.04317113769589081
1093,-0.034037707298721596
1094,-0.03434022946243783
1095,-0.01965619572879204
1096,-0.09597007103238409
1097,0.12114517651899454
1098,-0.07871404757076336
1099,-0.0662093713011609
1100,-0.053259208290026575
1101,0.14197258687415693
1102,-0.010594403179981223
1103,0.00676854273776166
1104,-0.050400252712444873
1105,-0.06682064108408738
1106,-0.005618716879281094
1107,-0.025133962944920474
1108,-0.09348542047462631
1109,-0.015842941207322065
1110,-0.06570634046015264
1111,-0.0067113612329023796
1112,-0.01284995261260167
1113,-0.04164234850059402
1114,-0.10052345833274137
1115,-0.04958934446997951
1116,-0.0034096545082630317
1117,-0.07566166606255169
1118,-0.08653755032084119
1119,0.09848322594021648
1120,0.00281096399565687
1121,-0.050609734089854454
1122,-0.032782666145526676
1123,-0.02272338564316798
1124,-0.042105570353427026
1125,-0.08013539964161268
1126,-0.06401673636664067
1127,-0.056422690323007944
1128,-0.06097600465026773
1129,0.1702173058294296
1130,-0.039677268555413085
1131,-0.03215601553633627
1132,-0.04171864308311577
1133,-0.06867258633213603
1134,-0.08128324559925454
1135,-0.04475312641332231
1136,0.11955112278046467
1137,0.135165007178636
1138,-0.010262922727813789
1139,-0.04321893243929501
1140,0.01631434240427846
1141,0.013158590127493694
1142,-0.03691518708184737
1143,-0.02616563908973138
1144,-0.0842525832506129
1145,-0.056301387225781284
1146,-0.11097243124113267
1147,0.00559653501642099
1148,0.14696132089376332
1149,0.11503285900188424
1150,0.11285965092525758
1151,-0.0645615040667473
1152,-0.021613079079702984
1153,-0.034765339530084746
1154,-0.03197523311595863
1155,0.03953530738081642
1156,0.00012347086418907792
1157,-0.03157917804464753
1158,-0.0186163524394377
1159,-0.011376749093396695
1160,-0.061396479978761805
1161,0.011146594983194117
1162,-0.04880882816365452
1163,-0.007541556657219058
1164,-0.00167062260234558
1165,0.0075779439918920565
1166,0.007588398271762454
1167,-0.022365178554715617
1168,-0.0795132263329571
1169,0.15454614412971834
1170,-0.09710057604066157
1171,0.1881068855541051
1172,0.1319489534719999
1173,0.02181854867531301
1174,-0.09145084976711373
1175,-0.07719584603328433
1176,0.002158191178582152
1177,-0.016698587001551735
